comune,comune_codice_istat,stemma_araldica,stemma,nome_file,comune_codice_istat,comune_codice_istat,est
Montegrosso d'Asti,005076,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Montegrosso-dAsti.jpg?fit=218%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Montegrosso-dAsti.jpg,Montegrosso-dAsti.jpg,005076,005076,jpg
Montemagno,005077,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Montemagno-Stemma.png?fit=227%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Montemagno-Stemma.png,Montemagno-Stemma.png,005077,005077,png
Moransengo,005079,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Moransegno-Stemma.jpg?fit=199%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Moransegno-Stemma.jpg,Moransegno-Stemma.jpg,005079,005079,jpg
Nizza Monferrato,005080,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Nizza_Monferrato-Stemma.png?fit=267%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Nizza_Monferrato-Stemma.png,Nizza_Monferrato-Stemma.png,005080,005080,png
Olmo Gentile,005081,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Olmo_Gentile-Stemma.png?fit=227%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Olmo_Gentile-Stemma.png,Olmo_Gentile-Stemma.png,005081,005081,png
Passerano Marmorito,005082,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Passerano_Marmorito-Stemma.png?fit=229%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Passerano_Marmorito-Stemma.png,Passerano_Marmorito-Stemma.png,005082,005082,png
Penango,005083,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Penango-Stemma.jpg?fit=229%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Penango-Stemma.jpg,Penango-Stemma.jpg,005083,005083,jpg
Piea,005084,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Piea-Stemma.png?fit=202%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Piea-Stemma.png,Piea-Stemma.png,005084,005084,png
Pino d'Asti,005085,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Pino_dAsti-Stemma.png?fit=199%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Pino_dAsti-Stemma.png,Pino_dAsti-Stemma.png,005085,005085,png
Piovà Massaia,005086,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Piova_Massaia-Stemma.png?fit=199%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Piova_Massaia-Stemma.png,Piova_Massaia-Stemma.png,005086,005086,png
Portacomaro,005087,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/05/portacomaro.jpg?fit=236%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/portacomaro.jpg,portacomaro.jpg,005087,005087,jpg
Quaranti,005088,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Quaranti-Stemma.png?fit=240%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Quaranti-Stemma.png,Quaranti-Stemma.png,005088,005088,png
Refrancore,005089,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Refrancore-Stemma.png?fit=219%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Refrancore-Stemma.png,Refrancore-Stemma.png,005089,005089,png
Revigliasco d'Asti,005090,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Revigliasco_dAsti-Stemma.png?fit=229%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Revigliasco_dAsti-Stemma.png,Revigliasco_dAsti-Stemma.png,005090,005090,png
Roatto,005091,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Roatto-Stemma.png?fit=229%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Roatto-Stemma.png,Roatto-Stemma.png,005091,005091,png
Robella,005092,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Robella-Stemma.png?fit=225%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Robella-Stemma.png,Robella-Stemma.png,005092,005092,png
Rocca d'Arazzo,005093,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Rocca_dArazzo_Stemma.jpg?fit=239%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Rocca_dArazzo_Stemma.jpg,Rocca_dArazzo_Stemma.jpg,005093,005093,jpg
Roccaverano,005094,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Roccaverano-Stemma.png?fit=223%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Roccaverano-Stemma.png,Roccaverano-Stemma.png,005094,005094,png
Rocchetta Palafea,005095,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Rocchetta_Palafea-Stemma.png?fit=266%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Rocchetta_Palafea-Stemma.png,Rocchetta_Palafea-Stemma.png,005095,005095,png
Rocchetta Tanaro,005096,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Rocchetta_Tanaro-Stemma.png?fit=236%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Rocchetta_Tanaro-Stemma.png,Rocchetta_Tanaro-Stemma.png,005096,005096,png
San Damiano d'Asti,005097,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/San-Damiano-dAsti.jpg?fit=215%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/San-Damiano-dAsti.jpg,San-Damiano-dAsti.jpg,005097,005097,jpg
San Giorgio Scarampi,005098,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/San_Giorgio_Scarampi-Stemma.png?fit=257%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/San_Giorgio_Scarampi-Stemma.png,San_Giorgio_Scarampi-Stemma.png,005098,005098,png
San Martino Alfieri,005099,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/San_Martino_Alfieri-Stemma.png?fit=224%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/San_Martino_Alfieri-Stemma.png,San_Martino_Alfieri-Stemma.png,005099,005099,png
San Marzano Oliveto,005100,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/sanmarzanooliveto.png?fit=213%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/sanmarzanooliveto.png,sanmarzanooliveto.png,005100,005100,png
San Paolo Solbrito,005101,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/san_Paolo_Solbrito_Stemma.jpg?fit=238%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/san_Paolo_Solbrito_Stemma.jpg,san_Paolo_Solbrito_Stemma.jpg,005101,005101,jpg
Scurzolengo,005103,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/scurzolengo.jpg?fit=218%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/scurzolengo.jpg,scurzolengo.jpg,005103,005103,jpg
Serole,005104,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Serole-Stemma.png?fit=232%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Serole-Stemma.png,Serole-Stemma.png,005104,005104,png
Sessame,005105,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Sessame-Stemma.png?fit=229%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Sessame-Stemma.png,Sessame-Stemma.png,005105,005105,png
Settime,005106,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Settime-Stemma.png?fit=246%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Settime-Stemma.png,Settime-Stemma.png,005106,005106,png
Soglio,005107,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Soglio_Italia-Stemma.png?fit=227%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Soglio_Italia-Stemma.png,Soglio_Italia-Stemma.png,005107,005107,png
Tigliole,005108,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Tigliole-Stemma.png?fit=197%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Tigliole-Stemma.png,Tigliole-Stemma.png,005108,005108,png
Tonco,005109,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Tonco-Stemma.png?fit=201%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Tonco-Stemma.png,Tonco-Stemma.png,005109,005109,png
Tonengo,005110,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Tonengo_Stemma.jpg?fit=236%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Tonengo_Stemma.jpg,Tonengo_Stemma.jpg,005110,005110,jpg
Vaglio Serra,005111,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Vaglio_Serra_stemma.jpg?fit=208%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Vaglio_Serra-Stemma.svg,Vaglio_Serra-Stemma.svg,005111,005111,svg
Valfenera,005112,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Valfenera-Stemma.png?fit=229%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Valfenera-Stemma.png,Valfenera-Stemma.png,005112,005112,png
Vesime,005113,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Vesime-Stemma.png?fit=227%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Vesime-Stemma.png,Vesime-Stemma.png,005113,005113,png
Viale,005114,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Viale_Italia-Stemma.png?fit=241%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Viale_Italia-Stemma.png,Viale_Italia-Stemma.png,005114,005114,png
Viarigi,005115,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Viarigi-Stemma.png?fit=219%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Viarigi-Stemma.png,Viarigi-Stemma.png,005115,005115,png
Vigliano d'Asti,005116,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Vigliano_dAsti-Stemma.png?fit=229%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Vigliano_dAsti-Stemma.png,Vigliano_dAsti-Stemma.png,005116,005116,png
Villafranca d'Asti,005117,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Villafranca_dAsti_Stemma.jpg?fit=227%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Villafranca_dAsti_Stemma.jpg,Villafranca_dAsti_Stemma.jpg,005117,005117,jpg
Villanova d'Asti,005118,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Villanova_dAsti-Stemma2.jpg?fit=219%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Villanova_dAsti-Stemma2.jpg,Villanova_dAsti-Stemma2.jpg,005118,005118,jpg
Villa San Secondo,005119,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Villa_San_Secondo-Stemma.png?fit=212%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Villa_San_Secondo-Stemma.png,Villa_San_Secondo-Stemma.png,005119,005119,png
Vinchio,005120,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Vinchio.jpg?fit=227%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Vinchio.jpg,Vinchio.jpg,005120,005120,jpg
Montiglio Monferrato,005121,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Montiglio_Monferrato-Stemma.png?fit=230%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Montiglio_Monferrato-Stemma.png,Montiglio_Monferrato-Stemma.png,005121,005121,png
Acqui Terme,006001,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/acquiterme-1.jpg?fit=249%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/acquiterme-1.jpg,acquiterme-1.jpg,006001,006001,jpg
Albera Ligure,006002,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/alberaligure.jpg?fit=227%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/alberaligure.jpg,alberaligure.jpg,006002,006002,jpg
Alessandria,006003,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Alessandria.jpg?fit=300%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Alessandria.jpg,Alessandria.jpg,006003,006003,jpg
Alfiano Natta,006004,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/alfianonatta.jpg?fit=229%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/alfianonatta.jpg,alfianonatta.jpg,006004,006004,jpg
Alice Bel Colle,006005,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/alicebelcolle.jpg?fit=212%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/alicebelcolle.jpg,alicebelcolle.jpg,006005,006005,jpg
Altavilla Monferrato,006007,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Altavilla-Monferrato.jpg?fit=229%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Altavilla-Monferrato.jpg,Altavilla-Monferrato.jpg,006007,006007,jpg
Alzano Scrivia,006008,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/alzanoscrivia.jpg?fit=244%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/alzanoscrivia.jpg,alzanoscrivia.jpg,006008,006008,jpg
Arquata Scrivia,006009,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/arquatascrivia.jpg?fit=235%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/arquatascrivia.jpg,arquatascrivia.jpg,006009,006009,jpg
Avolasca,006010,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/avolasca.jpg?fit=229%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/avolasca.jpg,avolasca.jpg,006010,006010,jpg
Balzola,006011,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/balzola.jpg?fit=238%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/balzola.jpg,balzola.jpg,006011,006011,jpg
Basaluzzo,006012,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Basaluzzo.jpg?fit=224%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Basaluzzo.jpg,Basaluzzo.jpg,006012,006012,jpg
Bassignana,006013,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/bassignana-1.jpg?fit=220%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/bassignana-1.jpg,bassignana-1.jpg,006013,006013,jpg
Belforte Monferrato,006014,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Belforte-Monferrato.jpg?fit=229%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Belforte-Monferrato.jpg,Belforte-Monferrato.jpg,006014,006014,jpg
Bergamasco,006015,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/bergamasco.jpg?fit=227%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/bergamasco.jpg,bergamasco.jpg,006015,006015,jpg
Berzano di Tortona,006016,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/berzanoditortona.jpg?fit=227%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/berzanoditortona.jpg,berzanoditortona.jpg,006016,006016,jpg
Bistagno,006017,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/bistagno.jpg?fit=229%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/bistagno.jpg,bistagno.jpg,006017,006017,jpg
Borghetto di Borbera,006018,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/borghettodiborbera.jpg?fit=227%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/borghettodiborbera.jpg,borghettodiborbera.jpg,006018,006018,jpg
Borgoratto Alessandrino,006019,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/borgorattoalessandrino.jpg?fit=230%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/borgorattoalessandrino.jpg,borgorattoalessandrino.jpg,006019,006019,jpg
Borgo San Martino,006020,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/borgosanmartino.jpg?fit=242%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/borgosanmartino.jpg,borgosanmartino.jpg,006020,006020,jpg
Bosco Marengo,006021,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/boscomarengo.jpg?fit=239%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/boscomarengo.jpg,boscomarengo.jpg,006021,006021,jpg
Bosio,006022,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/bosio.jpg?fit=227%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/bosio.jpg,bosio.jpg,006022,006022,jpg
Bozzole,006023,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/bozzole.jpg?fit=229%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/bozzole.jpg,bozzole.jpg,006023,006023,jpg
Brignano-Frascata,006024,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Brignano-Frascata-3.jpg?fit=218%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Brignano-Frascata-3.jpg,Brignano-Frascata-3.jpg,006024,006024,jpg
Cabella Ligure,006025,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Cabella-Ligure.jpg?fit=230%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Cabella-Ligure.jpg,Cabella-Ligure.jpg,006025,006025,jpg
Camagna Monferrato,006026,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/camagnamonferrato.jpg?fit=260%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/camagnamonferrato.jpg,camagnamonferrato.jpg,006026,006026,jpg
Camino,006027,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/camino.jpg?fit=227%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/camino.jpg,camino.jpg,006027,006027,jpg
Cantalupo Ligure,006028,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/cantalupoligure.jpg?fit=167%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/cantalupoligure.jpg,cantalupoligure.jpg,006028,006028,jpg
Capriata d'Orba,006029,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Capriata-dOrba.jpg?fit=219%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Capriata-dOrba.jpg,Capriata-dOrba.jpg,006029,006029,jpg
Carbonara Scrivia,006030,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/carbonarascrivia.jpg?fit=223%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/carbonarascrivia.jpg,carbonarascrivia.jpg,006030,006030,jpg
Carentino,006031,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/carentino.jpg?fit=257%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/carentino.jpg,carentino.jpg,006031,006031,jpg
Carezzano,006032,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Carezzano.jpg?fit=218%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/Carezzano.jpg,Carezzano.jpg,006032,006032,jpg
Carpeneto,006033,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/carpeneto.jpg?fit=208%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/carpeneto.jpg,carpeneto.jpg,006033,006033,jpg
Carrega Ligure,006034,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/carregaligure.jpg?fit=227%2C300&ssl=1,https://raw.githubusercontent.com/opendatasicilia/OpenDataSicilia-per-il-Coronavirus/main/docs/info_covid/Stemma_comuni_Italia/comuni/carregaligure.jpg,carregaligure.jpg,006034,006034,jpg
